,UniProt ID,Gene Name ,Confidence ,Expected Sensitivity,Expected Specificity,Confidence
1206,Q9UKK3,PARP4,0.92274457,0.99460256,0.683843687,0.236842105263
1207,Q96AJ9,VTI1A,0.800372092,0.516699703,0.320642856,0.236842105263
1208,P55060,CSE1L,0.285946856,0.538151014,0.748918544,0.236842105263
1209,Q32P51,HNRNPA1L2,0.543663233,0.271513996,0.998143207,0.236842105263
1210,P48730,CSNK1D,0.984776237,0.37825698,0.269733352,0.236842105263
1211,Q96AY2,EME1,0.715678067,0.512146573,0.931869636,0.236842105263
1212,P33240,CSTF2,0.838969597,0.515418545,0.696387053,0.236842105263
1213,Q12996,CSTF3,0.433260561,0.468933679,0.095259283,0.236842105263
1214,Q6ZPD9,DPY19L3,0.470624716,0.154167158,0.245872172,0.236842105263
1215,Q5VW32,BROX,0.560713411,0.215126081,0.934657552,0.236842105263
1216,Q8NEW0,SLC30A7,0.269091544,0.645172823,0.479784218,0.236842105263
1217,P07858,CTSB,0.749018468,0.606139166,0.882527744,0.236842105263
1218,P07339,CTSD,0.503887773,0.182345125,0.779297317,0.236842105263
1219,P08311,CTSG,0.646809666,0.867691456,0.018283885,0.236842105263
1220,Q7Z7J5,DPPA2,0.307745582,0.527718105,0.770761745,0.236842105263
1221,Q96NC0,ZMAT2,0.138724636,0.97453763,0.685798404,0.236842105263
1222,Q8N0U8,VKORC1L1,0.475572934,0.285484817,0.867667063,0.236842105263
1223,Q5VTE0,EEF1A1P5,0.362459281,0.949081001,0.58050967,0.236842105263
1224,Q6IPX3,TCEAL6,0.788113428,0.607605311,0.626104781,0.236842105263
1225,Q86U38,NOP9,0.780295821,0.776487807,0.111147193,0.236842105263
1226,P14868,DARS,0.668512214,0.06348196,0.213694223,0.236842105263
1227,Q8NAF0,ZNF579,0.13350386,0.591157019,0.036369767,0.236842105263
1228,Q8NFQ8,TOR1AIP2,0.021555887,0.899757533,0.444544929,0.236842105263
1229,Q92466,DDB2,0.559840706,0.509787994,0.326580903,0.236842105263
1230,Q92499,DDX1,0.300819018,0.532834786,0.287294231,0.236842105263
1231,P26196,DDX6,0.939409714,0.798575636,0.496451989,0.236842105263
1232,O43143,DHX15,0.980903636,0.655095978,0.181705195,0.236842105263
1233,O60220,TIMM8A,0.286620389,0.463057826,0.933791872,0.236842105263
1234,Q7RTU3,OLIG3,0.800820287,0.557317048,0.940181284,0.236842105263
1235,Q9H2U1,DHX36,0.896111351,0.743033644,0.591463082,0.236842105263
1236,Q8WWP7,GIMAP1,0.597526577,0.514321677,0.000808618,0.236842105263
1237,Q8TF68,ZNF384,0.884016736,0.120782358,0.903006446,0.236842105263
1238,Q15392,DHCR24,0.943731541,0.26808667,0.682892942,0.236842105263
1239,O60610,DIAPH1,0.549158087,0.924859013,0.073851018,0.236842105263
1240,Q14204,DYNC1H1,0.728386825,0.589397306,0.996384162,0.236842105263
1241,Q13409,DYNC1I2,0.576758298,0.539223419,0.314456966,0.236842105263
1242,Q99704,DOK1,0.025857471,0.937265265,0.809219838,0.236842105263
1243,Q99856,ARID3A,0.446530978,0.255628958,0.461450606,0.236842105263
1244,Q14574,DSC3,0.646301957,0.911900092,0.587141467,0.236842105263
1245,P15924,DSP,0.521202953,0.557116139,0.477595513,0.236842105263
1246,O14656,TOR1A,0.372312661,0.738684887,0.552453632,0.236842105263
1247,P23526,AHCY,0.937134666,0.684320844,0.175316539,0.236842105263
1248,Q96HS1,PGAM5,0.829532825,0.139705895,0.587244869,0.236842105263
1249,Q15717,ELAVL1,0.84908548,0.973488582,0.154801531,0.236842105263
1250,Q8IUX4,APOBEC3F,0.37253424,0.424539768,0.44545255,0.236842105263
1251,P50402,EMD,0.593184575,0.076211646,0.537621423,0.236842105263
1252,Q8NFG4,FLCN,0.872552565,0.107926188,0.461900115,0.236842105263
1253,Q8IY95,TMEM192,0.933501609,0.972241315,0.834109709,0.236842105263
1254,P07437,TUBB,0.668464274,0.570353339,0.99617231,0.236842105263
1255,Q3ZAQ7,VMA21,0.206776458,0.483824883,0.972244273,0.236842105263
1256,P07814,EPRS,0.653850592,0.644989753,0.745929373,0.236842105263
1257,P07992,ERCC1,0.072051551,0.218204376,0.199956953,0.236842105263
1258,Q92889,ERCC4,0.406726915,0.69490292,0.036329236,0.236842105263
1259,P84090,ERH,0.666931533,0.245756859,0.188604066,0.236842105263
1260,P22087,FBL,0.93372566,0.633619064,0.577547349,0.236842105263
1261,Q01844,EWSR1,0.810950032,0.960137141,0.628272343,0.236842105263
1262,O95573,ACSL3,0.484548272,0.726421985,0.364774751,0.236842105263
1263,P62861,FAU,0.75674921,0.969658296,0.63655801,0.236842105263
1264,Q2T9J0,TYSND1,0.417047454,0.762140899,0.891293458,0.236842105263
1265,P98095,FBLN2,0.971785993,0.525095841,0.253518207,0.236842105263
1266,P35556,FBN2,0.987974701,0.446790245,0.286359338,0.236842105263
1267,Q12805,EFEMP1,0.864147529,0.638361975,0.125419176,0.236842105263
1268,P51991,HNRNPA3,0.388883776,0.307137787,0.528573773,0.236842105263
1269,Q8NC56,LEMD2,0.454741828,0.443405928,0.820766362,0.236842105263
1270,Q8NCG7,DAGLB,0.246687198,0.665269945,0.29977546,0.236842105263
1271,Q7Z7H5,TMED4,0.784423093,0.822277174,0.787678917,0.236842105263
1272,P49189,ALDH9A1,0.882837606,0.319021311,0.437012573,0.236842105263
1273,P22830,FECH,0.913711681,0.657045037,0.550539716,0.236842105263
1274,Q13642,FHL1,0.558284924,0.505403408,0.986114474,0.236842105263
1275,O15234,CASC3,0.598868103,0.157446031,0.689780984,0.236842105263
1276,Q02790,FKBP4,0.14887672,0.305076553,0.970136777,0.236842105263
1277,O95208,EPN2,0.899713485,0.105101288,0.095965838,0.236842105263
1278,Q7L2E3,DHX30,0.450393581,0.870621819,0.898092237,0.236842105263
1279,Q8IXJ6,SIRT2,0.205672339,0.678950665,0.058443093,0.236842105263
1280,Q9BWU0,SLC4A1AP,0.899650991,0.826875223,0.123318151,0.236842105263
1281,Q12948,FOXC1,0.762585539,0.946069324,0.630725743,0.236842105263
1282,Q14690,PDCD11,0.882486307,0.630603912,0.370104346,0.236842105263
1283,Q9UKV3,ACIN1,0.284950218,0.513402218,0.319572274,0.236842105263
1284,Q8NE71,ABCF1,0.673225986,0.55599497,0.795694331,0.236842105263
1285,Q15024,EXOSC7,0.664279904,0.98743097,0.301704812,0.236842105263
1286,O75643,SNRNP200,0.122814994,0.626901509,0.607461688,0.236842105263
1287,Q7Z3U7,MON2,0.407318423,0.852016974,0.461972243,0.236842105263
1288,O75037,KIF21B,0.275286951,0.490250622,0.292592691,0.236842105263
1289,Q9NTI5,PDS5B,0.716669741,0.019958755,0.832418956,0.236842105263
1290,O94919,ENDOD1,0.283384382,0.243831397,0.570525957,0.236842105263
1291,Q8N766,EMC1,0.896198857,0.550075064,0.070508114,0.236842105263
1292,O75155,CAND2,0.826578892,0.101567016,0.266311691,0.236842105263
1293,Q9BS26,ERP44,0.390026513,0.474312083,0.170874831,0.236842105263
1294,Q14315,FLNC,0.497902943,0.174531168,0.560307422,0.236842105263
1295,Q14696,MESD,0.694805193,0.325383132,0.202090504,0.236842105263
1296,Q9UKL0,RCOR1,0.834369001,0.110386314,0.492368811,0.236842105263
1297,Q14697,GANAB,0.60962969,0.428236511,0.72936742,0.236842105263
1298,Q29RF7,PDS5A,0.574737161,0.718990603,0.954996382,0.236842105263
1299,Q9UKB1,FBXW11,0.326042171,0.767616587,0.76236834,0.236842105263
1300,Q86US8,SMG6,0.456424601,0.927185203,0.080068139,0.236842105263
1301,Q8TD16,BICD2,0.713795583,0.756954049,0.938246225,0.236842105263
1302,Q8IWV8,UBR2,0.884405045,0.33249821,0.974473843,0.236842105263
1303,P42695,NCAPD3,0.720855671,0.88055951,0.607110428,0.236842105263
1304,Q06787,FMR1,0.018612775,0.525609737,0.957494959,0.236842105263
1305,Q96PU5,NEDD4L,0.674776467,0.267340286,0.330650541,0.236842105263
1306,Q2PZI1,DPY19L1,0.438508824,0.16821682,0.901215142,0.236842105263
1307,Q8NF91,SYNE1,0.437820179,0.045011187,0.000365624,0.236842105263
1308,Q5T4S7,UBR4,0.11703682,0.170774935,0.483280019,0.236842105263
1309,O94901,SUN1,0.81468169,0.925775412,0.147474747,0.236842105263
1310,Q9NZN5,ARHGEF12,0.324855439,0.108623587,0.314992087,0.236842105263
1311,Q8TB72,PUM2,0.246228114,0.834149342,0.171375458,0.236842105263
1312,Q96HN2,AHCYL2,0.342713221,0.151815013,0.592906937,0.236842105263
1313,Q15003,NCAPH,0.37569214,0.855876116,0.657608012,0.236842105263
1314,Q9NQ11,ATP13A2,0.546553793,0.598567528,0.348962693,0.236842105263
1315,Q9NTG7,SIRT3,0.561920154,0.19776826,0.053693447,0.236842105263
1316,Q96EB6,SIRT1,0.395822229,0.79753052,0.047168031,0.236842105263
1317,P49590,HARS2,0.39813088,0.787385652,0.055857809,0.236842105263
1318,Q15393,SF3B3,0.515367219,0.095585083,0.071511996,0.236842105263
1319,O75533,SF3B1,0.657530542,0.171447782,0.015675545,0.236842105263
1320,Q9NRK6,ABCB10,0.950915198,0.602812097,0.973679007,0.236842105263
1321,Q15629,TRAM1,0.722348514,0.325098483,0.734796721,0.236842105263
1322,O00541,PES1,0.400079745,0.267284872,0.752385615,0.236842105263
1323,Q15022,SUZ12,0.831871339,0.789299752,0.033313608,0.236842105263
1324,P42285,SKIV2L2,0.134338342,0.616613443,0.117606117,0.236842105263
1325,O43423,ANP32C,0.060466772,0.686464205,0.26130327,0.236842105263
1326,Q9UQ35,SRRM2,0.084247052,0.697433301,0.893358002,0.236842105263
1327,Q15057,ACAP2,0.163898318,0.932020594,0.972061138,0.236842105263
1328,Q9BZE4,GTPBP4,0.32421992,0.120188087,0.994073886,0.236842105263
1329,Q9Y3P9,RABGAP1,0.301726777,0.606886216,0.346786263,0.236842105263
1330,Q6P2E9,EDC4,0.011680991,0.48986765,0.292302136,0.236842105263
1331,Q9HCN8,SDF2L1,0.539905094,0.529701381,0.187247407,0.236842105263
1332,Q14318,FKBP8,0.095372693,0.221869131,0.743148336,0.236842105263
1333,Q9NZJ7,MTCH1,0.146514856,0.748180899,0.718018723,0.236842105263
1334,Q9Y6C9,MTCH2,0.631141207,0.258153903,0.188894726,0.236842105263
1335,Q9BYC5,FUT8,0.859320411,0.199113977,0.433937805,0.236842105263
1336,Q8NAP3,ZBTB38,0.974221631,0.871523373,0.045593135,0.236842105263
1337,Q7Z739,YTHDF3,0.570838427,0.027185502,0.655473476,0.236842105263
1338,Q32P44,EML3,0.996850215,0.036340214,0.781042209,0.236842105263
1339,Q5BKY9,FAM133B,0.553541573,0.437993667,0.862900425,0.236842105263
1340,O14976,GAK,0.515458455,0.065687628,0.785352872,0.236842105263
1341,Q9UBB4,ATXN10,0.330682066,0.979386424,0.433492303,0.236842105263
1342,O75953,DNAJB5,0.430001798,0.628900064,0.347821247,0.236842105263
1343,Q6KC79,NIPBL,0.491806254,0.656328083,0.05538855,0.236842105263
1344,Q8NBJ7,SUMF2,0.071037084,0.327906052,0.819441443,0.236842105263
1345,Q8WYP5,AHCTF1,0.887739216,0.475499863,0.106040338,0.236842105263
1346,Q6DD88,ATL3,0.064633591,0.016241824,0.006074047,0.236842105263
1347,Q9H3S7,PTPN23,0.436184956,0.200028146,0.275042353,0.236842105263
1348,Q8NCA5,FAM98A,0.826629507,0.858494733,0.942771305,0.236842105263
1349,Q69YN4,VIRMA,0.394534684,0.067540105,0.674259328,0.236842105263
1350,P04406,GAPDH,0.613474882,0.31074856,0.385658395,0.236842105263
1351,Q9H4L5,OSBPL3,0.818640735,0.826622733,0.85694629,0.236842105263
1352,O75179,ANKRD17,0.886235039,0.611868415,0.674824888,0.236842105263
1353,Q9Y2S7,POLDIP2,0.931111627,0.914600374,0.608096918,0.236842105263
1354,Q5JTV8,TOR1AIP1,0.190784648,0.884110438,0.439425837,0.236842105263
1355,Q8WWY3,PRPF31,0.258582251,0.245313034,0.961285203,0.236842105263
1356,Q8NC51,SERBP1,0.897865685,0.958201907,0.822906498,0.236842105263
1357,O76021,RSL1D1,0.59336186,0.4522967,0.010499432,0.236842105263
1358,Q9H4L4,SENP3,0.503840082,0.888558144,0.141616735,0.236842105263
1359,Q9NRD1,FBXO6,0.612809589,0.464850394,0.482809835,0.236842105263
1360,Q9UK99,FBXO3,0.819422242,0.585221361,0.580618433,0.236842105263
1361,O75323,NIPSNAP2,0.531889169,0.011679012,0.292988964,0.236842105263
1362,Q9BVP2,GNL3,0.202075097,0.728435391,0.438866966,0.236842105263
1363,P30047,GCHFR,0.453893466,0.415300351,0.398265187,0.236842105263
1364,Q9Y5L4,TIMM13,0.42791092,0.118637485,0.137305481,0.236842105263
1365,Q9Y5J9,TIMM8B,0.96605275,0.596256416,0.952761709,0.236842105263
1366,Q96EP5,DAZAP1,0.620055054,0.00468786,0.360044666,0.236842105263
1367,Q9NY61,AATF,0.695389952,0.939454779,0.836977407,0.236842105263
1368,O60518,RANBP6,0.720164612,0.691412039,0.041335726,0.236842105263
1369,Q9Y2T2,AP3M1,0.34689519,0.271798077,0.423830588,0.236842105263
1370,Q9ULX6,AKAP8L,0.516990421,0.753737331,0.07563797,0.236842105263
1371,Q7KZF4,SND1,0.556694632,0.658331925,0.313814877,0.236842105263
1372,Q9NUL3,STAU2,0.156495219,0.283710126,0.945982651,0.236842105263
1373,O75529,TAF5L,0.562056046,0.535614508,0.854503455,0.236842105263
1374,Q9UHB7,AFF4,0.694803289,0.060216072,0.173531118,0.236842105263
1375,Q9UKV8,AGO2,0.426455536,0.677427275,0.535883589,0.236842105263
1376,Q9UN37,VPS4A,0.836270421,0.922883103,0.294889206,0.236842105263
1377,Q9UHF5,IL17B,0.731387066,0.466638677,0.902872154,0.236842105263
1378,Q9Y4L5,RNF115,0.360031042,0.368810167,0.081387409,0.236842105263
1379,Q9UMS0,NFU1,0.454212372,0.917393929,0.7874749,0.236842105263
1380,Q96DZ1,ERLEC1,0.386389899,0.011573036,0.174408494,0.236842105263
1381,Q9UNQ2,DIMT1,0.775554642,0.929235202,0.719987952,0.236842105263
1382,P49418,AMPH,0.734271106,0.693417541,0.232006661,0.236842105263
1383,Q14966,ZNF638,0.430277845,0.821237025,0.207137483,0.236842105263
1384,Q9UBQ5,EIF3K,0.693752574,0.85773689,0.21613211,0.236842105263
1385,Q9UMS4,PRPF19,0.945213487,0.11057689,0.976670545,0.236842105263
1386,Q92896,GLG1,0.784232598,0.704999404,0.381849006,0.236842105263
1387,P00367,GLUD1,0.705571858,0.551666431,0.635288896,0.236842105263
1388,P04899,GNAI2,0.10933424,0.52062779,0.046564039,0.236842105263
1389,Q92805,GOLGA1,0.389930657,0.31373175,0.23206838,0.236842105263
1390,P51674,GPM6A,0.59090473,0.16141492,0.874840379,0.236842105263
1391,Q13491,GPM6B,0.459380048,0.319727778,0.460142548,0.236842105263
1392,Q52LJ0,FAM98B,0.050339987,0.671066599,0.003063574,0.236842105263
1393,Q8NC24,RELL2,0.228687584,0.523950795,0.464941276,0.236842105263
1394,P01733,TRBV12-3,0.834189061,0.607800461,0.824071893,0.236842105263
1395,P01850,TRBC1,0.015644693,0.760314938,0.871885572,0.236842105263
1396,Q13098,GPS1,0.863710865,0.163862531,0.301074526,0.236842105263
1397,Q13227,GPS2,0.078069053,0.494361694,0.236005207,0.236842105263
1398,Q9Y2Q9,MRPS28,0.66904259,0.764688031,0.831578263,0.236842105263
1399,Q9Y6E2,BZW2,0.500211324,0.300811475,0.437752606,0.236842105263
1400,Q9Y6G3,MRPL42,0.217993799,0.838865614,0.507087306,0.236842105263
1401,Q9BYW2,SETD2,0.571615725,0.679807617,0.185474578,0.236842105263
1402,Q9UI47,CTNNA3,0.122189151,0.32846118,0.151498574,0.236842105263
1403,P05141,SLC25A5,0.671166233,0.538263666,0.906805627,0.236842105263
1404,P30101,PDIA3,0.599585548,0.837816925,0.992749904,0.236842105263
1405,P12236,SLC25A6,0.055976157,0.242976884,0.390081439,0.236842105263
1406,P15170,GSPT1,0.056343019,0.019484056,0.826810551,0.236842105263
1407,Q9NTK5,OLA1,0.152500637,0.607478654,0.954057682,0.236842105263
1408,Q9P0U3,SENP1,0.019621067,0.538793036,0.893842059,0.236842105263
1409,Q9UJX6,ANAPC2,0.435175546,0.226349479,0.841006255,0.236842105263
1410,Q9Y5Z7,HCFC2,0.832221475,0.919941012,0.683284157,0.236842105263
1411,Q96C36,PYCR2,0.617390171,0.935995222,0.171796261,0.236842105263
1412,P61619,SEC61A1,0.520129415,0.488629534,0.237551306,0.236842105263
1413,Q96G23,CERS2,0.863868223,0.697627838,0.434285159,0.236842105263
1414,Q9P1T7,MDFIC,0.097697918,0.516585648,0.025062185,0.236842105263
1415,Q9UMX0,UBQLN1,0.908052203,0.285233546,0.268646592,0.236842105263
1416,Q9NZM5,NOP53,0.108016694,0.009450485,0.980159345,0.236842105263
1417,Q96B97,SH3KBP1,0.516996758,0.292949715,0.312692454,0.236842105263
1418,P16402,HIST1H1D,0.143156022,0.666484507,0.571751642,0.236842105263
1419,P07355,ANXA2,0.559370572,0.155092369,0.611663217,0.236842105263
1420,P40939,HADHA,0.004579624,0.225577605,0.901538065,0.236842105263
1421,P55084,HADHB,0.766681999,0.877622028,0.39603992,0.236842105263
1422,P51610,HCFC1,0.848709226,0.605727561,0.692766656,0.236842105263
1423,Q9P0U4,CXXC1,0.91682127,0.646813809,0.204485824,0.236842105263
1424,Q5QJE6,DNTTIP2,0.986968275,0.069182879,0.062852786,0.236842105263
1425,Q9UJZ1,STOML2,0.505133102,0.218545647,0.622385892,0.236842105263
1426,P31629,HIVEP2,0.271421624,0.779994278,0.688019577,0.236842105263
1427,P52789,HK2,0.100750512,0.629077445,0.296785133,0.236842105263
1428,P05534,HLA-A,0.507848831,0.070616423,0.571561841,0.236842105263
1429,P30505,HLA-C,0.585609126,0.657218575,0.316222561,0.236842105263
1430,Q95460,MR1,0.762887096,0.519659436,0.809497998,0.236842105263
1431,P09429,HMGB1,0.082962649,0.947529639,0.365497581,0.236842105263
1432,P26583,HMGB2,0.661596193,0.020850671,0.698789902,0.236842105263
1433,P05204,HMGN2,0.516979015,0.728717839,0.633425954,0.236842105263
1434,P17096,HMGA1,0.171048018,0.39851786,0.964579102,0.236842105263
1435,P22736,NR4A1,0.938557864,0.687246295,0.200796669,0.236842105263
1436,P22626,HNRNPA2B1,0.590483177,0.073087065,0.59817774,0.236842105263
1437,Q99729,HNRNPAB,0.440634681,0.758045563,0.083703442,0.236842105263
1438,Q14103,HNRNPD,0.94191893,0.050722591,0.54441471,0.236842105263
1439,P52597,HNRNPF,0.65591382,0.642410079,0.846149149,0.236842105263
1440,P31943,HNRNPH1,0.451945709,0.500774905,0.040698329,0.236842105263
1441,P55795,HNRNPH2,0.839697421,0.530089775,0.329360441,0.236842105263
1442,P31942,HNRNPH3,0.532623502,0.738251527,0.709349662,0.236842105263
1443,P14866,HNRNPL,0.553887066,0.274568455,0.860310881,0.236842105263
1444,Q00839,HNRNPU,0.68006553,0.23803565,0.500898617,0.236842105263
1445,P13378,HOXD8,0.367189905,0.759943113,0.994759586,0.236842105263
1446,P00739,HPR,0.239290606,0.960094441,0.428640137,0.236842105263
1447,P55345,PRMT2,0.578923492,0.16620636,0.267345255,0.236842105263
1448,P27695,APEX1,0.866887055,0.378593892,0.472951879,0.236842105263
1449,P25686,DNAJB2,0.40677676,0.096802381,0.160845331,0.236842105263
1450,P34931,HSPA1L,0.112615141,0.93456239,0.158897812,0.236842105263
1451,P48741,HSPA7,0.443845837,0.802915866,0.268341969,0.236842105263
1452,P04792,HSPB1,0.300184401,0.730205328,0.757120065,0.236842105263
1453,P61604,HSPE1,0.401386854,0.794713407,0.60917403,0.236842105263
1454,P25685,DNAJB1,0.833363563,0.573569622,0.966933033,0.236842105263
1455,P41252,IARS,0.403628663,0.361690148,0.773320765,0.236842105263
1456,P13598,ICAM2,0.390175938,0.161333658,0.572864576,0.236842105263
1457,P41134,ID1,0.360448893,0.886370585,0.450223504,0.236842105263
1458,P50213,IDH3A,0.140255359,0.90199869,0.287057078,0.236842105263
1459,O43837,IDH3B,0.260130194,0.75858214,0.752386592,0.236842105263
1460,O60812,HNRNPCL1,0.086815101,0.361792126,0.094358161,0.236842105263
1461,Q8TEJ3,SH3RF3,0.429397337,0.496224881,0.10678575,0.236842105263
1462,Q562R1,ACTBL2,0.257282785,0.658685486,0.734893629,0.236842105263
1463,Q9BVA1,TUBB2B,0.297555384,0.288966783,0.354592026,0.236842105263
1464,Q13123,IK,0.424858412,0.143057151,0.5806336,0.236842105263
1465,P10145,CXCL8,0.119207259,0.308133123,0.298855434,0.236842105263
1466,Q12905,ILF2,0.495066924,0.3474413,0.713680942,0.236842105263
1467,P10914,IRF1,0.706407228,0.139538463,0.3604862,0.236842105263
1468,O14896,IRF6,0.243573373,0.21623853,0.718459525,0.236842105263
1469,P13612,ITGA4,0.785070082,0.555821687,0.995323733,0.236842105263
1470,P36406,TRIM23,0.074089577,0.05118374,0.083700105,0.236842105263
1471,P84077,ARF1,0.393883427,0.417352629,0.468205897,0.236842105263
1472,P43629,KIR3DL1,0.003394123,0.711580163,0.093803058,0.236842105263
1473,P43630,KIR3DL2,0.220676892,0.879273035,0.725170456,0.236842105263
1474,P08134,RHOC,0.001300569,0.60147944,0.912045444,0.236842105263
1475,P08865,RPSA,0.189179671,0.464972048,0.086414433,0.236842105263
1476,P16949,STMN1,0.142484055,0.815420643,0.519950889,0.236842105263
1477,Q14739,LBR,0.268075999,0.322124911,0.552631001,0.236842105263
1478,P07195,LDHB,0.174892065,0.376389437,0.685149038,0.236842105263
1479,P01130,LDLR,0.138648972,0.138015717,0.299654783,0.236842105263
1480,Q08380,LGALS3BP,0.59888561,0.653592387,0.601877716,0.236842105263
1481,P49916,LIG3,0.901057906,0.025491974,0.198503905,0.236842105263
1482,P49257,LMAN1,0.939379766,0.233686346,0.656757415,0.236842105263
1483,Q14444,CAPRIN1,0.221184456,0.97878212,0.69835706,0.236842105263
1484,P29966,MARCKS,0.482671375,0.943021444,0.45968038,0.236842105263
1485,P32121,ARRB2,0.376011116,0.981063854,0.157659169,0.236842105263
1486,O15105,SMAD7,0.523780037,0.066963966,0.421785817,0.236842105263
1487,P56192,MARS,0.264872594,0.195257465,0.596054366,0.236842105263
1488,Q07820,MCL1,0.06835722,0.423405961,0.322331496,0.236842105263
1489,P25205,MCM3,0.436327077,0.537076429,0.830728821,0.236842105263
1490,P33991,MCM4,0.173853037,0.463277149,0.122685008,0.236842105263
1491,Q14566,MCM6,0.026107108,0.625909395,0.251180702,0.236842105263
1492,P33993,MCM7,0.954678274,0.5025594,0.937607517,0.236842105263
1493,P55081,MFAP1,0.43059652,0.791777049,0.655208209,0.236842105263
1494,P14174,MIF,0.961558573,0.710351923,0.752910869,0.236842105263
1495,Q03164,KMT2A,0.762414484,0.569404876,0.810858531,0.236842105263
1496,Q03111,MLLT1,0.007348661,0.157098778,0.048426718,0.236842105263
1497,P51825,AFF1,0.68003864,0.62560336,0.414709138,0.236842105263
1498,P29372,MPG,0.705950754,0.925833324,0.725489055,0.236842105263
1499,Q8NAS9,C5orf17,0.645128787,0.983197126,0.139044011,0.236842105263
1500,Q5QNW6,HIST2H2BF,0.552309845,0.723173576,0.632557259,0.236842105263
1501,P43246,MSH2,0.21810873,0.187558434,0.246833457,0.236842105263
1502,P35579,MYH9,0.772366214,0.860131725,0.839972273,0.236842105263
1503,O14974,PPP1R12A,0.228028324,0.129059897,0.836670823,0.236842105263
1504,Q99733,NAP1L4,0.370864719,0.743471611,0.453072418,0.236842105263
1505,O43776,NARS,0.890928821,0.047878444,0.394758736,0.236842105263
1506,Q09161,NCBP1,0.856376908,0.64969944,0.961595302,0.236842105263
1507,P16333,NCK1,0.40243355,0.05953712,0.008178302,0.236842105263
1508,P53396,ACLY,0.318019117,0.919762447,0.39843869,0.236842105263
1509,O96000,NDUFB10,0.608635431,0.171724525,0.487772274,0.236842105263
1510,O00217,NDUFS8,0.910195227,0.088046418,0.618136763,0.236842105263
1511,P46934,NEDD4,0.909098188,0.304542796,0.070009994,0.236842105263
1512,Q15843,NEDD8,0.591594409,0.67159515,0.14268792,0.236842105263
1513,P12036,NEFH,0.332571407,0.204443303,0.654226632,0.236842105263
1514,P55769,SNU13,0.853063629,0.974809671,0.218319595,0.236842105263
1515,P15531,NME1,0.442397893,0.039559668,0.119131929,0.236842105263
1516,P30419,NMT1,0.904355478,0.491791066,0.043137101,0.236842105263
1517,P46087,NOP2,0.033179406,0.640932962,0.165558181,0.236842105263
1518,Q15233,NONO,0.532426483,0.405016136,0.511105904,0.236842105263
1519,P16615,ATP2A2,0.716497347,0.057081958,0.867268019,0.236842105263
1520,Q93084,ATP2A3,0.179301844,0.630336995,0.766260738,0.236842105263
1521,O43847,NRDC,0.336532926,0.214581226,0.134950924,0.236842105263
1522,P20020,ATP2B1,0.187712949,0.629709414,0.064920678,0.236842105263
1523,Q14980,NUMA1,0.321927183,0.394560935,0.672444952,0.236842105263
1524,Q99567,NUP88,0.403856711,0.796107698,0.482206925,0.236842105263
1525,Q8TED1,GPX8,0.5485663,0.879036942,0.495417913,0.236842105263
1526,P25705,ATP5A1,0.048738593,0.780077122,0.313483665,0.236842105263
1527,O43929,ORC4,0.552732133,0.702482596,0.32350097,0.236842105263
1528,O43913,ORC5,0.274811405,0.420672227,0.909101314,0.236842105263
1529,P13674,P4HA1,0.241501742,0.643855832,0.450336624,0.236842105263
1530,P07237,P4HB,0.243145179,0.078308994,0.7486358,0.236842105263
1531,P30086,PEBP1,0.154159449,0.380749971,0.185253329,0.236842105263
1532,P09958,FURIN,0.956416361,0.437689224,0.08492202,0.236842105263
1533,P29122,PCSK6,0.935661376,0.406951441,0.207029204,0.236842105263
1534,P43034,PAFAH1B1,0.818714437,0.273786188,0.558915662,0.236842105263
1535,Q06830,PRDX1,0.728261848,0.231351027,0.661700437,0.236842105263
1536,P06576,ATP5B,0.175811728,0.737897949,0.939213156,0.236842105263
1537,P57678,GEMIN4,0.360370977,0.879400035,0.040245374,0.236842105263
1538,O60260,PRKN,0.188789973,0.772488019,0.163658499,0.236842105263
1539,Q5TAQ9,DCAF8,0.001198397,0.035832893,0.438123344,0.236842105263
1540,Q9P2K5,MYEF2,0.316419514,0.554316329,0.325667604,0.236842105263
1541,Q5SSJ5,HP1BP3,0.699616986,0.588174491,0.089932362,0.236842105263
1542,Q15365,PCBP1,0.62525518,0.246188511,0.810319636,0.236842105263
1543,P05165,PCCA,0.543062175,0.398386263,0.399558975,0.236842105263
1544,P05166,PCCB,0.439037203,0.806779804,0.6553143,0.236842105263
1545,Q9Y3B2,EXOSC1,0.287427267,0.301835603,0.566843498,0.236842105263
1546,Q7Z4H3,HDDC2,0.501659107,0.489634391,0.003121864,0.236842105263
1547,Q6PKC3,TXNDC11,0.761546186,0.781287145,0.651351481,0.236842105263
1548,Q71UM5,RPS27L,0.762408049,0.449976975,0.317097344,0.236842105263
1549,Q9HD40,SEPSECS,0.576055901,0.833240409,0.265933837,0.236842105263
1550,P12004,PCNA,0.747662838,0.676674585,0.460448203,0.236842105263
1551,Q9NVW2,RLIM,0.645534506,0.086629064,0.62316094,0.236842105263
1552,Q9BT78,COPS4,0.123219518,0.980718475,0.801853431,0.236842105263
1553,Q9Y6G9,DYNC1LI1,0.50439786,0.566428419,0.561164119,0.236842105263
1554,Q53GQ0,HSD17B12,0.347261313,0.20767939,0.02480409,0.236842105263
1555,Q9BRK5,SDF4,0.092147685,0.095608668,0.793540436,0.236842105263
1556,Q9UK41,VPS28,0.147849468,0.062521467,0.273088823,0.236842105263
